title,text,sport
Afghanistan and China draw 2-2 in futsal friendly,"A friendly match between the national futsal teams of Afghanistan and China ended in 2-2 draw on Friday. The match was held in Thailand, with Hussain Mohammadi hitting Afghanistan’s two goals. Earlier on Thursday, another friendly involving Afghanistan and Saudi Arabia also ended in 2-2 draw. The friendlies are held ahead of the 2024 AFC Futsal Asian Cup, a 16-team tournament, which is scheduled to begin on coming Wednesday in Thailand.",futsal
Taekwondo federation to appeal COVID-related Olympic disqualification,"Afghanistan’s Taekwondo Federation said that it hopes the country still has a chance to participate in the Tokyo 2020 Olympic Games despite having missed out on qualifying last week in Jordan. Federation head, Najibullah Sikandari stated that Afghanistan would submit an appeal to the International Taekwondo Federation (ITF) on their disqualification ruling. According to Sikandari, Afghanistan could send a team to the Olympics if the ITF grants the country a White Card after the national team missed the 2021 Asian Taekwondo Olympic Qualification Tournament for the Tokyo Olympic Games. The team was forced to pull out after three members tested positive for COVID-19. According to protocol, when 50 percent of a team tests positive for COVID-19 all team members are disqualified. Sikandari, however, stated: “No one or organization including the General Directorate of Physical Education and Sports, the National Olympic Committee, and the National Taekwondo Federation can be blamed for 50 percent of the team testing positive.” He added that the Afghan athletes have been practicing under strict COVID-19 safety and hygiene regulations over the past few months in order to participate at the Olympics. Farzad Mansoori, a member of the team who missed qualifications, said he hopes the team will be given a waiver and be allowed to take part at the Games. The Taekwondo Federation – which has gained three Olympic medals so far – is one of the most popular and promising sports federations in Afghanistan. The Afghan National Para-Taekwondo Team meanwhile also took part in last week’s qualifiers but failed to qualify for the Tokyo Games. However, three team members won bronze medals in their categories. Zakia Khodadadi, a female member of the team, in the 43kg weight category; Zabihullah Haidary, in the 44kg weight category; and Matin Hotak in the 43kg weight category all won bronze medals.",cricket
ACB announces squad for T20I series against India,"Afghanistan Cricket Board’s Selection Committee has named a 19-member Afghanistan National Squad for the three-match T20I series against India starting Thursday, January 11, in Mohali, India and Ariana Television Network (ATN) will broadcast the matches live. Rashid Khan, Afghanistan’s regular T20I captain, has been included in the squad but might not feature in any game as he recovers from back surgery he recently underwent. However, Ibrahim Zadran, who led Afghanistan to a 2-1 series victory against the UAE in Sharjah recently, will continue to lead Afghanistan against India. Mujeeb Ur Rahman, who was not part of the three-match T20I series against UAE, will return to the squad to face India while, Ikram Alikhil, who was a reserve during the UAE series, has been selected as wicketkeeper/batsman. “We are delighted to be embarking on our maiden tour to India for a three-match series. India is the top-ranked side in the world and it’s very pleasing to witness Afghan Atalan competing in a three-match T20I against them. We believe that Afghan Atalan are no longer underdogs & have excelled well in the recent past and we look forward to a highly competitive series against India,” said Mirwais Ashraf, ACB chairman. Afghanistan’s Squad for the three-match T20I series against India: Ibrahim Zadran (C), Rahmanullah Gurbaz (WK), Ikram Alikhil (WK), Hazratullah Zazai, Rahmat Shah, Najibullah Zadran, Mohammad Nabi, Karim Janat, Azmaullah Omarzai, Sharafuddin Ashraf, Mujeeb Ur Rahman, Fazal Haq Farooqi, Fareed Ahmad, Naveen Ul Haq, Noor Ahmad, Mohammad Saleem, Qais Ahmad, Gulbadin Naib and Rashid Khan. This series is scheduled to take place from January 11 to 17 in Mohali, Indore, and Bengaluru stadiums. For cricket fans across Afghanistan, Ariana Television will once again broadcast the matches live. So stay tuned!",cricket
Toss delayed for a second day in Afghanistan-New Zealand cricket Test,"Overnight rain resulted in the toss again being delayed on Day 2 of the one-off cricket Test between Afghanistan and New Zealand at the Greater Noida Sports Complex near Delhi. No play was possible on Day 1 because of a wet outfield, despite ground staff working hard to get the game started. The toss was rescheduled for 9 am Tuesday but wet patches on the outfield — worsened by the rain — caused further delay. Umpires were due to inspect the pitch again at 12 noon local time. This is Afghanistan’s third cricket test in 2024, following once-off matches against Ireland and Sri Lanka.",cricket
Umar Gul’s coaching stint with Afghan cricket team comes to an end,"Former Pakistan bowler Umar Gul’s stint as the bowling coach of the Afghanistan cricket team has come to an end. Gul, who was appointed in May 2022 till the end of the year, expressed satisfaction with the Afghanistan team. “As my coaching stint with the Afghanistan Cricket Team comes to an end, I’m grateful to them for putting their trust in me. I had a wonderful time working with the team and coaching the boys with the best of my abilities. I wish them the very best in the future,” Gul tweeted. The former right-arm fast bowler was appointed after a successful stint as a bowling consultant at an Afghanistan’s training camp in April. Under Gul’s tutelage, a significant improvement was seen in the Afghanistan pacers especially during the Asia Cup and T20 World Cup. Umar Gul has played 237 international matches for Pakistan and is considered one of the most successful fast bowlers in the history of Pakistan cricket.",cricket
ICC officially recognizes Mirwais Ashraf as ACB Representative to the Board,"The International Cricket Council has officially recognized ACB chairman Mirwais Ashraf as a member of the board of directors in its quarterly meeting that was held in the UAE on Sunday. The leadership of the Afghanistan Cricket Board (ACB) has been able to win over the ICC. The top management of the ACB has shared a report of its achievements in the last few months with the ICC & has responded to all the board’s concerns and as a result, the International Cricket Council (ICC) praised the efforts of the ACB’s current leadership, accepted Ashraf as the official ICC representative to the Afghanistan Cricket Board and awarded him with the membership of the ICC board of directors. Ashraf said: “It is a great honor for Afghanistan that Afghan cricket will continue to grow at the International level. We are committed to the development of Afghan cricket and will continue to work for the strengthening of this great game in Afghanistan”. He also added that they are committed to acting as per the rules and regulations laid down by the ICC. Ashraf also thanked the International Cricket Council for keeping faith in Afghan Cricket and recognizing him as their representative in Afghanistan Cricket.",cricket
FIFA World Cup Qualifier: Afghanistan beat India 2-1,"In a thrilling match that doubled as a qualifier for both the FIFA World Cup and the 2027 Asian Nations Cup, Afghanistan’s national football team secured a 2-1 victory over India. The contest saw India taking an early lead, ending the first half ahead 1-0. However, Afghanistan’s resolve shone in the second half, with Rahmat Akbari leveling the score at 1-1 in the 69th minute. The decisive moment came when Sharif Mohammad converted a penalty in the 88th minute, propelling Afghanistan to a late lead. The two teams had previously ended the first leg of their matchup in a goalless draw. Looking ahead, Afghanistan is scheduled to face Qatar and Kuwait in upcoming matches on June 6 and 11, respectively.",football
Awesome Afghanistan beat Pakistan for first time in World Cup match,"Afghanistan produced their second stunning win of the ICC Men’s Cricket World Cup 2023 to beat Pakistan for the first time ever in a men’s ODI, winning by eight wickets in Chennai. Set a target of 283 to win, Afghanistan’s top three all hit half-centuries as they produced a high-quality run chase to reach the target with eight wickets in hand and an over to spare. Rahmanullah Gurbaz set the tempo early with a 53-ball 65 alongside fellow opener Ibrahim Zadran (87), before the excellent Rahmat Shah and Hashmatullah Shahidi finished the job with crucial contributions of 77 and 48 respectively. Pakistan would have been happy enough with a total of 282/7 after being put under big pressure by Afghanistan’s four-pronged spin attack, led by the impressive Noor Ahmad (3/49). Some big hits from Iftikhar Ahmed (40 from 27) lifted Pakistan to a competitive score after Abdullah Shafique (58) and Babar Azam (74) had set the platform. But the target proved not quite big enough, as Afghanistan pulled off the historic chase. Rahmanullah Gurbaz has been a key presence at the top of the order throughout the tournament, and set the tone when he found the boundary off Shaheen Shah Afridi’s very first ball of the innings. And it was Gurbaz who put Pakistan’s other high-profile pacer to the sword early on, hitting four fours in five balls off Haris Rauf in the eighth over to keep the momentum going. Both Gurbaz and Ibrahim Zadran brought up fifties as Afghanistan’s openers took the attack to Pakistan’s spinners after seeing off the pace threat. But Gurbaz’s onslaught came to an end when he took on the returning Shaheen Shah Afridi to depart for 65 from 53 balls, giving Pakistan the breakthrough that they desperately needed. Rahmat Shah joined Ibrahim to negotiate the tricky middle overs, and the pair brought the required runs down to double figures with a handy partnership, setting up a big finish in Chennai. But Pakistan kept the game very much alive when Hasan Ali removed key batter Zadran for 87 to set up a nail-biting finish. Afghanistan’s batting efforts have heavily leaned on their young opening pair in recent times, but the experience of Rahmat and Hashmattulah Shah shone through as the pressure built in the back end of the innings. With the required run rate always manageable at around a run-a-ball, Rahmat and Hashmatullah steered their team home in style, prompting jubilant scenes amongst the Afghanistan squad. Earlier, Babar Azam won the toss and opted to bat first on a dry and seemingly spin-friendly Chennai surface. His opposite number, Hashmatullah Shahidi, said that he would’ve done the same given the conditions. Shadab came in for an ill Mohammed Nawaz to give Pakistan a second leg-spin option along with Usama Mir. For Afghanistan, Noor Ahmad came into the team in place of Fazalhaq Farooqi, meaning all of Afghanistan’s four full-time spin options started the game. Pakistan started well, with Abdullah Shafique leading the Pakistan charge and Imam-ul-Haq providing him good support in the first powerplay. Together they hit eight boundaries in the first ten overs, including Pakistan’s first six in the opening powerplay of an ODI this year. Afghanistan made their first breakthrough when Azmatullah Omarzai struck off the very first ball of the 11th over. A short delivery was mistimed by Imam (17) and pulled into the arms of Naveen-ul-Haq at mid-wicket. Imam’s departure brought captain Babar to the crease, and he started in a positive fashion alongside Shafique. The spin-heavy middle overs saw Afghanistan get control of the game, with the Pakistan batters finding it tough to read the variations of Rashid Khan and Noor Ahmad, and the duo beating the bat on several occasions. Shafique eventually fell to Noor for 58, going for a hasty sweep to try and up the rate and missing the ball, with the lbw decision given on review. And Mohammad Rizwan also had difficulties in facing the excellent Noor, and fell after top-edging him to Mujeeb Ur Rahman at short fine leg for 8. But captain Babar ensured that Pakistan got the platform that their tactics always set out to build, putting together some handy partnerships with Saud Shakeel (25) and Shadab Khan (40). And the lower order built on those foundations, with Iftikhar Ahmed’s brutal 40 causing the damage at the death. Iftikhar, tasked with kicking on at the back end of the innings, slammed four maximums and departed for 40 from 27 balls in the final over of the innings. Noor Ahmad finished with stand-out figures of 3/49, while Noor, Rashid Khan and Mohammad Nabi all finished with economies under five-an-over having each completed their full allocation of ten overs. And the impact of those spinners and how they kept Pakistan’s innings in check proved crucial in the final analysis. The result leaves both teams on four points after five matches of the tournament, with both still in with a chance of reaching the semi-finals.",cricket
ACB announce Amul as the National Team’s Sponsor for the ICC Men’s CWC 2023,"The Afghanistan Cricket Board has signed Amul as the Afghanistan National Team’s Principal Sponsor for the ICC Men’s Cricket World Cup 2023, starting October 5 in India. Amul is India’s largest FMCG brand and one of India’s most iconic and trusted dairy brands, which will appear on the Afghanistan team’s jerseys as well as on the training kits throughout the World Cup. Jayen Mehta, Managing Director of Amul said: “Sports is an important medium for Amul to connect with today’s generation. Milk is the world’s original energy drink and is consumed by all sports persons. We also celebrate the values of milk which are imbibed by today’s youth with our BeMoreMilk initiative which will feature the Afghanistan team.” Amul exports its milk powders and baby food to Afghanistan and has done so for the last 20 years. “We are proud to build our association with the Afghanistan Men’s Cricket Team and wish them all the best for the World Cup,” Mehta said. Naseeb Khan, the ACB’s CEO said: “Amul has been ACB’s commercial partner in the past and we are pleased to have them on board again for this year’s event as well.” T The Afghanistan National Cricket Team will arrive in India on September 25 and will begin their preparations for the ICC Men’s Cricket World Cup 2023. They will first face South Africa and Sri Lanka in the two warm up games ahead of their first game at the mega event against Bangladesh on October 7, 2023 in Dharamsala. Afghan players have meanwhile arrived in Thiruvananthapuram, India, ahead of their first warm up match against South Africa on Friday.",cricket
Qatar to use drones to protect World Cup stadiums from attacks,"Qatar will use drones to help protect football stadiums from potential attacks during the FIFA World Cup 2022, the BBC reported on Friday. Fortem Technologies will provide interceptor drones, following an agreement with Qatar’s interior ministry to fend off potential attacks from other drones at football venues, the British broadcaster reported. The Fortem drones will bring down and relocate other drones near stadiums that could pose a security threat. The company reportedly said the “agreement reflects growing fears about the threat potential drone attacks pose in general.” The US-based business says it has deployed anti-drone systems at other sporting events as well as donated portable versions of its system to Ukraine, and said it was also working on anti-drone measures for UK airports, according to the BBC report. Professor David Dunn from the University of Birmingham in the UK told the BBC that the threat of attacks from terrorists using drones has increased because the technology has become more accessible. Dr Steve Wright, from University of the West of England, believes worries about drones being used as a method of attack have been heightened partially because commercial drones have been modified into weapons in conflicts in Yemen and Ukraine. He told the BBC that counter drones like Fortem’s can be effective against a threat from smaller drones but warned that as attacking drones increase in speed, they will be harder to stop.",football
"ACB discusses more matches, support with Bangladesh cricket board","An ACB delegation led by Chairman Mirwais Ashraf met top management officials from Bangladesh Cricket Board recently and discussed strengthening ties between the two cricket bodies and the need for more matches with the senior men’s teams and technical support between countries. Both parties agreed to arrange bilateral cricket series for age-level teams on a regular basis. The parties also discussed more matches between the two countries including multi-format series on a home and away basis in the future. In addition, the Bangladesh Cricket Board has offered to host Afghanistan’s home games, when possible. The BCB has also shown great interest in providing technical support to Afghanistan in any required area. The Afghan delegation also thanked their BCB counterparts for hosting and providing excellent facilities for the Afghan national team during their recent tournament to Bangladesh.",cricket
ACB announces Afghan women’s cricket will remain intact,"Mirwais Ashraf, the newly appointed Afghanistan Cricket Board (ACB) acting Chairman, said at a meeting with departmental managers that women will continue to play cricket as normal, the ACB said in a statement. Mirwais Ashraf said that women’s cricket is one of the major requirements of the ICC and they are committed to meeting their obligations. “Our girls will be playing cricket on the normal basis and we are looking to provide them with their basic needs and all the facilities they need,” he said. He also said that the ICC requirements are valued by the ACB and they are doing their best to meet them. He also said that they will work hard to arrange more games for the national teams with other cricket nations. On internal issues, he said that they will work to solve the problems together. “Every employee must stay committed to the ACB and must strive hard to do well in their own parts”. ACB’s CEO Naseeb Khan congratulated Mirwais Ashraf on his new post and said this appointment was a good move for the organization. Naseeb Khan also pointed out they have had lots of effective meetings with various stakeholders in the UAE. “We have had a productive meeting with the BCCI head Mr. Sourav Ganguly, and also have met officials from other cricketing nations to discuss a lot about having bilateral ties with them,”Khan added. The departmental managers meanwhile welcomed the appointment of Mirwais Ashraf as the acting chairman of the ACB, assured him off their support and collaboration.",cricket
Afghanistan braced for more ‘passionate’ rivalry with Pakistan,"Afghanistan coach Jonathan Trott said Sunday that his team are looking forward to renewing a “passionate” rivalry with Pakistan which has often reflected the stormy political relationship between the two neighbors. Both sides are in desperate need of a win at the World Cup. Pakistan have lost their last two games after a pair of opening wins while Afghanistan pulled off a shock victory over defending champions England but have also slumped to three defeats, AFP reported. At the 2019 World Cup match in Leeds, which Pakistan won by three wickets, riots between the two sets of fans erupted outside the stadium. Afghanistan fast bowler Fareed Malik and Pakistan batsman Asif Ali almost came to blows in a Twenty20 game at Sharjah last year. “I think for them (Afghanistan players) it’s a rivalry that excites them,” said Trott on Sunday. “I think it’s a rivalry that sometimes in the past has been very passionate. “We’ve had very close games as well. Hopefully tomorrow isn’t very exciting and we win by a lot. It’s just the nature of the rivalry, I should say.” He added: “Both teams, I think, respect each other, but are very desperate to win.” Trott said he wasn’t aware that Pakistan had unsuccessfully demanded the International Cricket Council switch Sunday’s game to another venue. Reports claimed that Pakistan was keen to dent the threat posed by Afghanistan’s world-class spin attack. “I didn’t know about them wanting to (change the venue), but I think Pakistan have got good spinners themselves and the thing with spinners, there are only two or three of them playing a game,” said Trott. Afghanistan’s spin trio of Rashid Khan, Mujeeb Ur Rahman and Mohammad Nabi will pose a threat for Pakistan as they did against England, sharing eight wickets in an upset 69-run win. That game, however, took place in New Delhi. “It’s everybody’s job, not just the spinners, to win games. There’s batsmen who’ve got to put runs on the board or batsmen who’ve got to chase down a total,” added former England batsman Trott. “Chennai is normally a good wicket. So, with regards to the mindset, it’s important, as I said, the mindset we have there is that it’s a team game. It’s not just a spinner’s game.” Afghanistan have lost all seven ODIs against Pakistan but can take a degree of satisfaction from knowing that they clinched three of the teams’ last four Twenty20 meetings. “We always look to put the opposition under pressure straight away so we’ll be looking to do that tomorrow obviously, and I don’t think there’s any thoughts with regards to previous matches,” said Trott.",cricket
"Soccer-FIFA says it helped evacuate 100 players, family members from Afghanistan","World soccer’s governing body FIFA said on Friday it had worked with the Qatari government to evacuate almost 100 football players and their families from Afghanistan, Reuters reported. The Islamic Emirate of Afghanistan seized control of Afghanistan’s capital Kabul on Aug. 15 and announced a new government last month after U.S.-led foreign forces withdrew and the Western-backed government collapsed. According to the report the Qatar’s assistant foreign minister Lolwah Alkhater had said the players and their families were among the passengers to arrive on a flight from Kabul on Thursday. FIFA said in a statement that the group, which included female players, were deemed to have been “at the highest risk”. It thanked Qatar for its support and for “ensuring the safe passage” of the players and families, read the report. “The FIFA leadership has been closely coordinating with the government of Qatar since August on the evacuation of the group, and will continue to work closely on the safe evacuation of further members of the sporting family in the future,” it added. According to the report cycling’s world governing body UCI said on Monday it helped in the evacuation of 165 refugees from Afghanistan which included female cyclists, journalists and human rights campaigners. The International Olympic Committee president Thomas Bach said last month that the organisation had helped around 100 members of the “Olympic community” in Afghanistan to leave the country on humanitarian visas, Reuters reported. Australia evacuated more than 50 female Afghan athletes and their dependents in August, while several players from Afghanistan’s national female youth soccer squad were granted asylum in Portugal last month.",football
First soccer tournament in Kabul following IEA takeover,"Six soccer teams from around the country took part in a tournament in Kabul on Friday, marking the first such event since the Islamic Emirate of Afghanistan (IEA) came into power in mid-August. The tournament was held at the Afghanistan Football Federation Stadium in the capital. Among the supporting fans in the stadium, were IEA officials and members who also came out to support the teams.",football
Relentless Ronaldo equals international goals world record,"Cristiano Ronaldo has equalled the world record for international goals, taking his tally to 109 to go level with former Iran forward Ali Daei. Cristiano Ronaldo’s two goals against France on Matchday 3 of UEFA EURO 2020 have taken his international total for Portugal to 109, matching the world-record mark set by former Iran forward Ali Daei. The 36-year-old Ronaldo, already Europe’s top-scoring international footballer, has been hunting down Daei’s total at UEFA EURO 2020, scoring twice in the Matchday 1 win against Hungary before his goal in the defeat in Germany in the second round of matches. Daei meanwhile congratulated Ronaldo. He said: “I am honoured that this remarkable achievement will belong to Ronaldo – great champion of football and caring humanist who inspires and impacts lives throughout the world.”",football
Afghans eagerly gear up to watch their team face off against Scotland in T20 World Cup match,"Amid all their concerns and economic woes, Afghans have something to look forward to on Monday night when their national team take on Scotland in the ICC World Cup T20 tournament in the UAE. The national cricket team is scheduled to face Scotland in their first official match at about 6.30pm Kabul time. For Afghans in the country, the match can be viewed live on Ariana TV, which has the rights to broadcast the tournament. For online viewersclick hereto watch the match. Cricket fans across the country have high hopes that their team will do well – especially as Afghanistan is ranked number eight in T20 cricket – and many said Monday that a win would bring some much needed joy to the nation amid trying times. “In these difficult and anxious days, our only joy is this sport and we support the Afghan national cricket team and we hope that our players can achieve a good result for Afghanistan in these competitions,” said Zabiullah Zadran, a resident of Paktia. “It is sports and athletes who bring happiness to the people, and we are very happy that our national cricket team qualified for the World Cup.” said Khaibar Sharifi, a resident of Kabul. “I urge all cricket fans to pray for the victory of the Afghan national cricket team in the World Cup. It is a great honor for Afghanistan and a very happy time, we are a very upset people,” said Hayatullah Durani, another Kabul resident. Meanwhile, national cricket team players say they will put every effort into the match in order to secure a win for their countrymen. Mohammad Nabi, captain of the Afghan team, says currently, cricket is collectively the only source of happiness for Afghans. Nabi added that the team is in good spirits and that Afghans back home are hoping for a win. “Afghans all talk a lot about the team squad on social media, and Inshallah (God willing), the players will try to shine well, also the team’s morale is very good,” Nabi added. “In this round of the World Cup, we promise our compatriots to play [well and] display best performances,” said Najibullah Zadran, a national cricket team player. Afghanistan, which was an automatic qualifier, is in the second group with Scotland, Pakistan, Namibia, India and New Zealand. Ariana Television Network has broadcasting rights of the T20 Cricket World Cup, which is being co-hosted by Oman and the United Arab Emirates. This is the Afghan team’s third appearance at the T20 World Cup but won only two matches at the 2016 event. This year, the team is looking to win more matches and progress further in the competition. Already last week, Afghanistan beat reigning World Cup holders West Indies in a warm up match. CLICK HERETO WATCH THE MATCH LIVE AT 6.30PM KABUL TIME",cricket
Babar Azam says Pakistan’s World Cup loss to Afghanistan was ‘very painful’,"Pakistan’s white-ball captain Babar Azam has said that his nation’s defeat against Afghanistan in the ICC Men’s Cricket World Cup 2023 was “very painful.” “That match was very painful for me because losing to Afghanistan in a World Cup was a different kind of thing,” Babar said in a podcast, A Sports reported. “I think they played very good cricket and we could not execute the way we should. We made efforts and we posted a good total but the way they both [Ibrahim Zadran and Rahmat Shah] played, it seemed they would not get out on that pitch. The credit should be given to them as well. “So, that day was a hard day for me. I couldn’t sleep that day. It [defeat] hit me hard in the heart.” Babar Azam then went on to share how he overcame the setback, stating it takes time but experience helps a person to handle such situations. “Look, it takes some time to overcome, a day or two. If you do well, you don’t sleep with excitement leave aside failures. “The more you play, the more you get experienced, you get to know how to handle yourself.” Afghanistan defeated Pakistan by eight wickets in the ICC World Cup 2023. Rahmanullah Gurbaz, Ibrahim Zadran and Rahmat Shah scored half-centuries after Noor Ahmad’s 3/49 led Afghanistan to beat Pakistan. The eight-wicket victory marked Afghanistan’s first over Pakistan in ODIs. The two sides had come face to face on seven occasions in the 50-over format.",cricket
"Naveen, Najibullah and Qais give Afghanistan 2-1 series win against UAE","A four-wicket haul from Naveen-ul-Haq and a three-for from Qais Ahmad consigned United Arab Emirates to a series defeat in Sharjah as Afghanistan won by four wickets to clinch the T20I trophy 2-1. Naveen’s three wickets in the first-innings powerplay had UAE reeling at 38 for 4 by the sixth over, after which Qais stepped up to claim the next three scalps, including UAE’s top scorer Muhammad Waseem (27). UAE’s score of 75 for 7 soon became 107 for 9 when Naveen returned to pick up his fourth to finish with 4 for 20, but an unbeaten 19-run tenth-wicket partnership between Muhammad Jawadullah and Junaid Siddique took the hosts to 126. Qais finished with 3 for 24 while Azmatullah Omarzai picked up two, ESPNcricinfo.com reported. Afghanistan’s chase was comfortable if not clinical. Rahmanullah Gurbaz’s 14-ball 20 provided the early impetus, and the pair of Hazratullah Zazai (36) and Ibrahim Zadran (23) scored slowly but kept the chase moving. The Zazai-Ibrahim stand of 37 for the second wicket took Afghanistan past the halfway stage of the target, but a middle-order collapse – where they slid from 85 for 2 to 103 for 6 – gave UAE an opening. However, with 24 needed in 18 balls, Najibullah Zadran turned up the tempo again, smacking two fours in the 18th over to bring the rate under six. With 13 needed off the last two overs, he finished the game with consecutive sixes to finish unbeaten on 28 at a strike-rate of 215.",cricket
Bangladesh won’t take Afghanistan lightly: chief selector,"As Afghanistan are set to face Bangladesh in an all-format tour, Bangladesh’s chief selector has said that they are currently giving their full focus on the series and are planning to set up teams for it. “We’re not thinking about what is being talked outside. The World Cup is still four months away. We have series against Afghanistan and we are thinking of these back-to-back series,” Minhaju Abedin said, Bangladesh’s New Age newspaper reported. “We will be hosting Afghanistan in all three formats so we are now organizing our teams for that. I think we are the only Test-playing side who are discussing the World Cup now. We have to make a team for the World Cup keeping the fitness and performance of the players in mind,” he said. The former national captain also informed that they will finalise the squads for Afghanistan series by next week and the players will start their preparation for that series on May 29. “We are now preparing the squad for the Afghanistan series and we are hopeful to form the squads and inform the BCB next week. The practice session will start on 29th [May],” he said, adding that there had been no discussion regarding resting all-rounder Shakib Al Hasan in the series. “We didn’t have any discussion about it. He [Shakib] will need six-week time for recovery as there was a fracture. He might miss the Test series. But as there is a long gap before the ODI series, I expect him to return to the ODI squad,” said Minhajul. Meanwhile, Minhajul also denied to make any experiment against Afghanistan in the upcoming series and was hopeful to field the best possible side. Bangladesh don’t have a good record against the Afghans, especially in the longer format, as they lost the only Test between the two sides by a massive 224-run margin in Chattogram in 2019. “We won’t do any experiments. Afghanistan are a very good side. We had a bad experiment against them as we lost the last Test. We won’t take them lightly. We will try to name the best possible side against Afghanistan,” he concluded. Afghanistan will play the one-off Test in Dhaka from June 14 to 18, after which they will leave for India. They will return to Bangladesh on July 1 to play three ODIs in Chattogram from July 5 to 11. They will also play two T20Is in Sylhet on July 14 and 16, which will conclude the series.",cricket
ACB names squad for Sri Lanka ODI series,"Afghanistan Cricket Board’s Selection Committee has finalized the 15-member squad that will take part in the three-match ODI series against Sri Lanka. The series will be played from June 2 to 7 in Hambantota. Fast bowling all-rounder Abdul Rahman has been added to the 15-man squad, whereas Shahidullah Kamal, Yamin Ahmadzai, Zia Ur Rahman Akbar and Gulbadin Naib, who were part of the previous ODI tour to Sri Lanka, are now part of the reserves for this tour. Mirwais Ashraf, Chairman of the ACB, stated: “It’s good to have a couple of young faces for the series; the buildup for the ICC Cricket World Cup has already begun, and we are looking for every possible opportunity to build a good combination of the team and prepare them well for the event.” Ashraf said the players are having a great time playing the Super Cola Green Afghanistan One Day Cup 2023 in Khost and are ready to put in a good show again on the tour. Afghanistan Squad for Sri Lanka Series: Hashmatullah Shahidi (C), Rahmat Shah (VC), Rahmanullah Gurbaz (WK), Ibrahim Zadran, Riaz Hassan, Najibullah Zadran, Mohammad Nabi, Ikram Alikhail (WK), Azmatullah Omarzai, Rashid Khan, Mujib ur Rahman, Noor Ahmad, Abdul Rahman, Fazal Haq Farooqi and Farid Ahmad Malik. Gulbadain Naib, Shahidullah Kamal, Yamin Ahmadzai, and Zia ur Rahman Akbar are part of the reserve players for the tour.",cricket
US calls for ex-Afghan football chief’s arrest on sexual abuse charges,"The United States has called for Keramuddin Karim, the former president of the Afghanistan Football Federation, to be arrested and prosecuted so that justice can prevail. The US Chargé d’Affaires Ross Wilson said on Twitter Thursday that as FIFA found Keramuddin Karim guilty of sexual abuse the US calls “for justice for the brave Afghan women of @Afghanistanwnt who risked their lives to come forward & for the Afghan judicial system to run its course.” #FIFAfound Keramuddin Karim guilty of sexual abuse. We call for justice for the brave Afghan women of@Afghanistanwntwho risked their lives to come forward & for the Afghan judicial system to run its course. Victims are entitled to see justice done through a fair trail. — Chargé d’Affaires Ross Wilson (@USAmbKabul)September 10, 2020 “Victims are entitled to see justice done through a fair trial,” he said. This comes after an unsuccessful police operation to arrest Keram in Panjshir province last month. At the time of the operation, a standoff between police and Keram’s gunmen ensued, with police eventually pulling back without having made the arrest. Following the incident, Mohammad Amin Sediqi, the acting governor of Panjshir said local officials had not been consulted before the attempted arrest. In July, President Ashraf Ghani called on the people of Panjshir to “expel” Keram from the province and “enforce the rule of law.” “I will suspend and help prosecute any official engaged in corruption or abuse of authority, no matter where or at what location,” Ghani said. Last year, the Afghan attorney general’s office issued an arrest warrant for Keram, after he was found guilty by FIFA of sexually abusing female football players. FIFA also slapped him with a lifetime ban from football and fined him about $1 million. In June last year, FIFA said Keram had “abused his position and sexually abused various female players, in violation of the FIFA Code of Ethics.” However, following last month’s failed attempt to arrest Keram, no further developments have transpired.",football
ICC World Cup: The stunning stats behind India’s win over Pakistan,"India’s dominant win over Pakistan at the ICC Men’s Cricket World Cup 2023 on Saturday saw them continue their phenomenal record over their rivals in the history of the tournament. Jasprit Bumrah was named Player of the Match for his game-defining efforts with the ball, which saw him take 2/19 in seven overs, before Rohit Sharma and Shreyas Iyer hit half centuries to steer their team home with 19.3 overs remaining. Let’s take a look at some of the more intriguing stats and facts to come out of the heavyweight clash in Ahmedabad: ICC Men’s Cricket World Cup – Tournament Stats The head-to-head record between India and Pakistan at ICC Men’s Cricket World Cups is remarkably one-sided. This was the eighth meeting between the two at the tournament, and India have won all eight. There is only one other team to have as dominant a record in the history of the tournament, and that is Pakistan themselves against Sri Lanka. India have now failed to win just four of their last 29 Cricket World Cup games, a better record than any other nation. The next challenge will be to continue that record through the semi-final stage, where two of those defeats have come – against Australia in 2015 and New Zealand in 2019. Pakistan’s collapse saw eight wickets fall for just 36 runs – the nation’s worst such collapse at a World Cup and their third worst ever in One Day Internationals. The only silver lining for Pakistan is that their previous worst World Cup collapse of seven or more wickets came against England at the 1992 tournament, which Pakistan then went on to win. Pakistan’s collapse is all the more disappointing given how well they had negotiated India’s opening bowlers. The single wicket to fall in the first powerplay was India’s 43rd ODI wicket inside the first ten overs of this calendar year, the most of any full-member side. Rohit Sharma’s brilliant ODI record speaks for itself, and the India captain’s bludgeoning knock saw him smash another six sixes. Rohit had already become the player with the most across-format sixes in international cricket earlier in this tournament, and his effort in this game took his ODI tally to 302 sixes – behind just Shahid Afridi and Chris Gayle in the format. Only Gayle has hit more maximums at white-ball World Cups, with Rohit’s latest efforts taking him above AB de Villiers in that particular area.Babar Azam’s half-century in the first innings is his first ODI fifty in matches against India. This was Babar’s eighth ODI against India in his career, but the first on Indian soil.",cricket
